latitude,longitude,car_heading,car_velocity,lateral_acc,longitudinal_acc,packet_rate,rtt,speed,car_distance
0,0,0,0,0,0,0,0,0,0
37.36413759740576,126.64423335149583,-218.73223993554137,18.262799113178716,0.0011094188916677104,-0.0005216658836480188,0,0,0,0
37.364238669827486,126.64407107647361,-218.97301956560977,18.1668054336032,-0.00047427018985134314,0.0001667803146140429,0,0,0,0
37.36433900393557,126.64390970623155,-218.4918463009787,18.055756712131988,-0.0015770025525251622,0.00027820786006392865,0,0,0,0
37.36443810956443,126.64374793047155,-218.51073321909837,18.04049071219991,0.004355162609225688,-0.00011471481864035752,0,0,0,0
37.36453820391935,126.6435873653797,-219.0688185952908,18.020437197734303,-0.001110518501120583,-0.00018782509355202179,0,0,0,0
37.364638750517216,126.64342721864813,-218.94057860983423,18.057848936662594,-0.001681704373280559,0.00043537637636308015,0,0,0,0
37.364739140081696,126.64326614387878,-218.76074182198693,18.123809114414403,-0.0013074545006010417,0.0005310549192336456,0,0,0,0
37.36483901311861,126.64310425503412,-218.1029194712333,17.953426358481877,-0.0021669676164640167,-0.004939817444656963,0,0,0,0
37.364934069009756,126.6429446482714,-216.94554643125417,17.317803598323945,-0.002283907726720512,-0.004518753429268457,0,0,0,0
37.365023254164164,126.64278823770552,-215.68897624211542,16.728076500175675,-0.0014918293059053094,-0.004540089606258679,0,0,0,0
37.3651076350795,126.64263591775654,-215.93880382615072,16.097206721098814,0.0013320722696267117,-0.005728710252771467,0,0,0,0
37.365190554078175,126.64249098783276,-217.29895947023755,15.477556900019799,0.0028485567748727583,-0.0045323235554038275,0,0,0,0
37.36527297362134,126.64235473609348,-218.41727161043679,14.680627868687168,0.002946502593323929,-0.01000699630595792,0,0,0,0
37.36535108217917,126.64222875545585,-218.86157459190713,13.6579117738219,-0.0008781338020367952,-0.005816250660672562,0,0,0,0
37.365424124769206,126.6421115058239,-218.9377157896658,12.618312295898686,0.0010637073638285865,-0.010668562166371163,0,0,0,0
37.36549068706167,126.64200491881311,-218.59642294189808,11.289950870562347,-0.00041691828064847235,-0.011912393805192299,0,0,0,0
37.365548563526595,126.6419109196524,-218.47217617204655,9.703079439084906,0.006296219297082212,-0.012521461676032339,0,0,0,0
37.36559706496127,126.64183218999675,-218.24022164857774,7.861041413580778,-2.5483261157823475e-05,-0.015429347468451536,0,0,0,0
37.36563449712579,126.6417707747341,-218.0768319279685,5.7999873482463675,0.0010587154425903112,-0.016016455394873678,0,0,0,0
37.365661251525296,126.64172694875576,-218.27495193828582,4.03905859800104,-0.001133787835287892,-0.014168589803784519,0,0,0,0
37.36567836244657,126.64169911812589,-218.4100731232262,2.179023920570596,-0.0004211515665602645,-0.013791581800758837,0,0,0,0
37.365686601104855,126.64168589649361,-218.46912162631554,0.9049985242492363,8.167782117401667e-05,-0.008031374708331877,0,0,0,0
37.36568913503071,126.64168165783684,-218.5014189652984,0.1001125426270803,0.00013370451965854127,-0.004434801338705423,0,0,0,0
37.365689132023206,126.64168143340372,-218.5045633903203,0.005512996337863047,-3.052208770183965e-05,-0.0006565400503292122,0,0,0,0
37.36568908439429,126.64168131243446,-218.50483539231578,0.009825942688108737,-0.00010172234023045442,0.000108884955799061,0,0,0,0
37.365689010764214,126.64168118343477,-218.5053393047911,0.010070171582198629,-6.238421915284746e-05,9.43190810774122e-05,0,0,0,0
37.36568891453671,126.64168106111472,-218.5062866918393,0.010976834336798278,-5.777287115473865e-05,4.8987649600813526e-05,0,0,0,0
